"Fecha","Hora","Pais","Entidad","Municipio","Localidad","Nacionalidad","Estatura","Complexion","Sexo","Edad","Señas","Etnia","Discapacidad","Dependencia"
07/05/2012,12:00:00,MEXICO,TAMAULIPAS,MATAMOROS,MATAMOROS,MEXICANA,NO ESPECIFICADO,Delgada,MUJER,20,DELGADA TEZ MORENA CABELLO CHINO CON MECHAS COLOR RUBIAS,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/05/2012,12:00:00,MEXICO,TAMAULIPAS,REYNOSA,REYNOSA,NO ESPECIFICADO,1.5,Delgada,MUJER,0,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/05/2012,12:00:00,MEXICO,TAMAULIPAS,LLERA,LLERA,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,0,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/05/2013,09:00:00,MEXICO,PUEBLA,CUETZALAN DEL PROGRESO,CUETZALAN DEL PROGRESO,MEXICANA,70,Mediana,MUJER,2,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - PUEBLA
07/05/2013,12:00:00,MEXICO,TAMAULIPAS,TAMPICO,TAMPICO,NO ESPECIFICADO,1.6,Delgada,MUJER,16,CON UN PERSING EN EL OMBLIGO.,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/05/2013,12:00:00,MEXICO,TAMAULIPAS,OCAMPO,OCAMPO,MEXICANA,NO ESPECIFICADO,Delgada,MUJER,44,USA LENTES DE AUMENTO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/05/2013,12:00:00,MEXICO,BAJA CALIFORNIA,TIJUANA,TIJUANA,MEXICANA,1.65,No Especificado,MUJER,16,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - BAJA CALIFORNIA
07/05/2014,12:00:00,MEXICO,TAMAULIPAS,VICTORIA,VICTORIA,MEXICANA,1.7,Delgada,MUJER,14,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/05/2014,10:00:00,MEXICO,VERACRUZ,XALAPA,XALAPA,MEXICANA,1.6,Delgada,MUJER,29,"CICATRIZ QUIRURGICA EN ABDOMEN DE DOS CES AREAS, VERTICAL CASI NO SE LE VE.ADICCION AL CIGARRO.",NO ESPECIFICADO,NO ESPECIFICADO,FGE - VERACRUZ
07/05/2014,09:00:00,MEXICO,PUEBLA,TEHUACAN,TEHUACAN,MEXICANA,1.7,Robusta,MUJER,15,UNA CICATRIZ ES MUY PEQUEÑITA,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - PUEBLA
07/05/2014,08:05:05,MEXICO,ESTADO DE MEXICO,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,18,"CIATRIZ EN CEJA DE LADO IZQUIERDO, ACNE EN LA CARA",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
07/05/2014,06:46:46,MEXICO,ESTADO DE MEXICO,TOLUCA,TOLUCA,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,28,CICATRIZ EN LA CEJA DERECHA Y UÑAS PINTADAS,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
07/05/2014,01:40:00,MEXICO,VERACRUZ,VERACRUZ,MATA DE PITA,MEXICANA,1.56,Mediana,MUJER,16,UNA CICATRIZ QUIRURGICA DE APENDICE Y UÑAS MORDIDAS.,NO ESPECIFICADO,NO ESPECIFICADO,FGE - VERACRUZ
07/05/2014,11:30:00,MEXICO,SINALOA,CULIACAN,CULIACAN,MEXICANA,1.67,Delgada,MUJER,16,TIENE UNA PEQUEÑA PROTUBERANCIA EN LA MANO IZQUIERDA CERCA DEL PULGAR,NO ESPECIFICADO,NINGUNO,PGJ - SINALOA
07/05/2014,01:50:00,MEXICO,TAMAULIPAS,GONZALEZ,GONZALEZ,MEXICANA,1.65,Delgada,MUJER,22,"CICATRIZ EN CEJA DERECHA, CICATRIZ LABIO SUPERIOR LADO IZQUIERDO, TATUAJES EN LA ESPALDA EL NOMBRE DE “OSCAR”, LA FIGURA DE UNAS FLORES, Y LA FIGURA DE UNA MARIPOSA, EN LA PIERNA DERECHA TATUAJE DE EL ROSTRO DE LA SANTISIMA MUERTE, Y EN EL BUSTO TIENE IMPLANTES MAMARIO EN AMBAS",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/05/2014,05:00:00,MEXICO,TAMAULIPAS,TAMPICO,TAMPICO,MEXICANA,1.7,Delgada,MUJER,21,UN LUNAR ENTRE EL DEDO INDICE Y EL MEDIO DE LA MANO DERECHA.,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/05/2015,12:00:00,MEXICO,PUEBLA,PUEBLA,PUEBLA,MEXICANA,80,Delgada,MUJER,4,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - PUEBLA
07/05/2015,02:00:00,MEXICO,PUEBLA,XICOTEPEC,XICOTEPEC DE JUAREZ,MEXICANA,1.6,No Especificado,MUJER,28,UNA CICATRIZ ANTIGUA DE TIPO QUELOIDE EN ANTEBRAZO IZQUIERDO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - PUEBLA
07/05/2015,07:30:00,MEXICO,ESTADO DE MEXICO,TEXCOCO,TEXCOCO,MEXICANA,155,Delgada,MUJER,64,NO ESPECIFICADO,NO ESPECIFICADO,NINGUNO,PGJ - ESTADO DE MEXICO
07/05/2015,03:00:00,MEXICO,ESTADO DE MEXICO,LA PAZ,LA PAZ,MEXICANA,168,Mediana,MUJER,15,NO ESPECIFICADO,NO ESPECIFICADO,NINGUNO,PGJ - ESTADO DE MEXICO
07/06/2010,12:00:00,MEXICO,JALISCO,TLAQUEPAQUE,TLAQUEPAQUE,MEXICANA,1.8,Delgada,MUJER,20,SIN DATO,NO ESPECIFICADO,NINGUNO,FGE - JALISCO
07/06/2011,12:00:00,MEXICO,DISTRITO FEDERAL,IZTAPALAPA,D.F.,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,0,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - DISTRITO FEDERAL
07/06/2011,11:30:00,MEXICO,CHIHUAHUA,JUAREZ,JUAREZ,NO ESPECIFICADO,1.55,Delgada,MUJER,18,MANCHA EN EL BRAZO,NO ESPECIFICADO,NINGUNO,FGE - CHIHUAHUA
07/06/2011,07:30:00,MEXICO,NUEVO LEON,MONTERREY,MONTERREY,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,26,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - NUEVO LEON
07/06/2012,12:00:00,MEXICO,TAMAULIPAS,VICTORIA,VICTORIA,NO ESPECIFICADO,1.65,Mediana,MUJER,37,CICATRIZ COMO DE UNOS CINCO CENTIMETROS EN EL MUSLO DE LA PIERNA DERECHA,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/06/2012,12:00:00,MEXICO,TAMAULIPAS,EL MANTE,EL MANTE,MEXICANA,1.5,Delgada,MUJER,41,CON VARIAS CICATRICES EN LA FRENTE A CAUSA DE LOS GOLPES QUE SE PROVOCA CUANDO LE DAN LOS ATAQUES,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/06/2012,07:20:01,MEXICO,ESTADO DE MEXICO,VALLE DE BRAVO,VALLE DE BRAVO,MEXICANA,145,Delgada,MUJER,15,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
07/06/2013,09:00:00,MEXICO,SINALOA,MAZATLAN,MAZATLAN,MEXICANA,1.6,Delgada,MUJER,79,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - SINALOA
07/06/2013,01:00:00,MEXICO,BAJA CALIFORNIA,TIJUANA,TIJUANA,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,13,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - BAJA CALIFORNIA
07/06/2013,07:00:00,MEXICO,COAHUILA DE ZARAGOZA,SALTILLO,NO ESPECIFICADO,MEXICANA,1.62,Robusta,MUJER,27,LUNAR EN LA ESPALDA CERCA DEL HOMBRO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - COAHUILA
07/06/2014,12:00:00,MEXICO,BAJA CALIFORNIA,PLAYAS DE ROSARITO,PLAYAS DE ROSARITO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,16,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - BAJA CALIFORNIA
07/06/2015,09:30:00,MEXICO,GUERRERO,CHILPANCINGO DE LOS BRAVO,CHILPANCINGO DE LOS BRAVO,MEXICANA,1.55,Mediana,MUJER,13,"TIENE UN LUNAR EN LA BOCA DEL LADO DERECHO, Y TIENE UN LUNAR DE MANCHA EN EL MUSLO IZQUIERDO, UNA CICATRIZ EN LA PIERNA IZQUIERDA, TIENE VARIAS CICATRICES EN EL BRAZO.",NO ESPECIFICADO,NO ESPECIFICADO,FGE - GUERRERO
07/06/2015,06:30:00,MEXICO,ESTADO DE MEXICO,NAUCALPAN DE JUAREZ,NAUCALPAN,MEXICANA,150,Robusta,MUJER,30,NO ESPECIFICADO,NO ESPECIFICADO,NINGUNO,PGJ - ESTADO DE MEXICO
07/06/2015,12:30:00,MEXICO,ESTADO DE MEXICO,NEZAHUALCOYOTL,NEZAHUALCOYOTL,MEXICANA,140,Robusta,MUJER,15,NO ESPECIFICADO,NO ESPECIFICADO,NINGUNO,PGJ - ESTADO DE MEXICO
07/07/2007,12:00:00,MEXICO,TAMAULIPAS,VICTORIA,VICTORIA,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,17,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/07/2008,08:00:00,MEXICO,DURANGO,DURANGO,DURANGO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,14,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,FGE - DURANGO
07/07/2009,12:00:00,MEXICO,ESTADO DE MEXICO,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,MEXICANA,172,Mediana,MUJER,44,"LUNARES, EN MEDIO DEL PECHOOSCURO, OTRO, OREJASCUATRO EN CADA OREJA",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
07/07/2011,12:00:00,MEXICO,HIDALGO,PACHUCA DE SOTO,PACHUCA,ESTADOUNIDENSE,1.56,No Especificado,MUJER,32,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - HIDALGO
07/07/2011,12:00:00,MEXICO,CHIHUAHUA,JUAREZ,JUAREZ,MEXICANA,1.5,Delgada,MUJER,16,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,FGE - CHIHUAHUA
07/07/2011,12:00:00,MEXICO,DISTRITO FEDERAL,IZTAPALAPA,D.F.,MEXICANA,1.45,Robusta,MUJER,16,"CICATRIZ EN MANO DERECHA EN MEDIO DE LOS DEDOS INDICE Y MEDIO, DOS LUNARES EN LA MEJILLA DERECHA CERCA DE LA OREJA",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - DISTRITO FEDERAL
07/07/2012,12:00:00,MEXICO,TAMAULIPAS,ALTAMIRA,ALTAMIRA,MEXICANA,1.5,Robusta,MUJER,20,"TATUAJE EN EL BRAZO DERECHO EN FORMA DE CORAZON PEQUEÑO, Y DEBAJO DE LA NUCA TIENE UN TATUAJE QUE DICE “CORAL Y NOE”",NO ESPECIFICADO,NINGUNO,PGJ - TAMAULIPAS
07/07/2013,02:00:00,MEXICO,SINALOA,AHOME,LOS MOCHIS,MEXICANA,1.6,Delgada,MUJER,19,USA UÑAS POSTIZAS Y TIENE BUSTO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - SINALOA
07/07/2013,07:50:00,MEXICO,JALISCO,TONALA,TONALA,MEXICANA,1.6,Delgada,MUJER,19,NO ESPECIFICADO,NO ESPECIFICADO,NINGUNO,FGE - JALISCO
07/07/2013,05:00:00,MEXICO,JALISCO,TALA,TALA,MEXICANA,1.53,Mediana,MUJER,36,TIENE UNA CICATRIZ EN EL LABIO SUPERIOR,NO ESPECIFICADO,NO ESPECIFICADO,FGE - JALISCO
07/07/2013,05:00:00,MEXICO,MORELOS,CUERNAVACA,CUERNAVACA,MEXICANA,1.6,Robusta,MUJER,43,EN EL CUELLO TIENE UNA MANCHA CON CARACTERISTICAS DE QUEMADURA,NO ESPECIFICADO,NO ESPECIFICADO,FGE - MORELOS
07/07/2013,07:00:00,MEXICO,TAMAULIPAS,ABASOLO,ABASOLO,MEXICANA,1.65,Robusta,MUJER,0,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/07/2014,01:30:00,MEXICO,PUEBLA,SAN PEDRO CHOLULA,SAN PEDRO CHOLULA,NO ESPECIFICADO,70,No Especificado,MUJER,11,"EL COLOR DE OJOS LE CAMBIAN, YA QUE DE REPENTE SE LE VEN GRISES Y OTRAS VECES SE LE VEN VERDE OLIVOS, TIENE SUS DOS DIENTES DE ABAJO Y DE ARRIBA SOLO TIENE UNO, TIENE SU BOQUITA CHIQUITA, LABIOS SUPERIOR DELGADO Y EL INFERIOR GRUESO",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - PUEBLA
07/07/2014,09:00:00,MEXICO,PUEBLA,PUEBLA,PUEBLA,MEXICANA,1.5,Mediana,MUJER,15,"TATUAJES EN LOS ANTEBRAZOS DERECHO TIENE EL DIBUJO DE UN CORAZON E IZQUIERDO TIENE OTROS TATUAJES, Y EN LA MANO IZQUIERDA TIENE UN TATUAJE EN FORMA DE LETRAS, PERO NO RECUERDO CON EXACTITUD",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - PUEBLA
07/07/2014,10:19:16,MEXICO,ESTADO DE MEXICO,CUAUTITLAN,CUAUTITLAN,MEXICANA,163,Delgada,MUJER,13,CALVICIE EN CABEZA LADO DERECHO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
07/07/2014,07:30:00,MEXICO,SONORA,CAJEME,CAJEME,MEXICANA,1,No Especificado,MUJER,18,CEJA MUY CORTITAS,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - SONORA
07/07/2014,04:00:09,MEXICO,ESTADO DE MEXICO,VALLE DE CHALCO SOLIDARIDAD,VALLE DE CHALCO SOLIDARIDAD,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,45,"VERRUGAS EN EL CUELLO Y ALREDEDOR DE LA CICATRIZ DE CESAREA EN EL VIENTRE, Y UNA VERRUGA GRANDE DE COLOR GRIS EN LA NUCA",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
07/07/2014,12:00:00,MEXICO,BAJA CALIFORNIA,TIJUANA,TIJUANA,MEXICANA,NO ESPECIFICADO,Delgada,MUJER,19,TATUEAJE EN EL COXIS CON LA LEYENDA YESENIA Y EN LA ESPALDA CON LA LEYENDA JAZMIN,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - BAJA CALIFORNIA
07/07/2015,03:00:00,MEXICO,GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO DE JUAREZ,MEXICANA,1.56,Robusta,MUJER,16,NINGUNA.,NO ESPECIFICADO,NO ESPECIFICADO,FGE - GUERRERO
07/07/2015,03:00:00,MEXICO,PUEBLA,TEPEACA,SANTO TOMAS HUEYOTLIPAN,ESTADOUNIDENSE,1.68,Delgada,MUJER,26,"TIENE PAÑO EN LA CARA, UN TATUAJE EN LA MANO SIN REFERIR QUE TIPO DE TATUAJE, UN TATUAJE CON LA FIGURA DE UNA ""L"" EN LA ESPALDA",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - PUEBLA
07/07/2015,09:00:00,MEXICO,AGUASCALIENTES,ASIENTOS,AGUASCALIENTES,MEXICANA,164,Robusta,MUJER,30,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - AGUASCALIENTES
07/08/1992,12:00:00,MEXICO,DISTRITO FEDERAL,GUSTAVO A. MADERO,NO ESPECIFICADO,MEXICANA,1.53,Delgada,MUJER,38,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - DISTRITO FEDERAL
07/08/2007,10:00:07,MEXICO,ESTADO DE MEXICO,METEPEC,METEPEC,MEXICANA,165,Delgada,MUJER,39,"LUNARES, POMULO IZQUIERDO, CICATRICES, FRENTE LADO IZQUIERDO",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
07/08/2009,12:00:00,MEXICO,TAMAULIPAS,MATAMOROS,MATAMOROS,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,27,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/08/2011,02:00:00,MEXICO,CHIHUAHUA,JUAREZ,JUAREZ,MEXICANA,1.7,Delgada,MUJER,14,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,FGE - CHIHUAHUA
07/08/2013,12:00:00,MEXICO,SONORA,BENITO JUAREZ,BENITO JUAREZ,MEXICANA,155,Mediana,MUJER,32,CICATRIZ DE QUEMADURA CERCA DEL OMBLIGO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - SONORA
07/08/2014,12:00:00,MEXICO,TAMAULIPAS,REYNOSA,REYNOSA,MEXICANA,1.55,No Especificado,MUJER,16,"NO CUENTA CON TATUAJES, NO TIENE NINGUNA OPERACION,NO TIENE NINGUNA SEÑA PARTICULAR.",NO ESPECIFICADO,NINGUNO,PGJ - TAMAULIPAS
07/08/2014,01:00:00,MEXICO,TAMAULIPAS,CAMARGO,CAMARGO,MEXICANA,1.45,Delgada,MUJER,11,NO ESPECIFICADO,NO ESPECIFICADO,NINGUNO,PGJ - TAMAULIPAS
07/08/2014,05:30:36,MEXICO,ESTADO DE MEXICO,NEZAHUALCOYOTL,NEZAHUALCOYOTL,MEXICANA,160,Delgada,MUJER,15,CICATRIZ EN CEJA DERECHA,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
07/08/2014,09:00:00,MEXICO,PUEBLA,PUEBLA,PUEBLA,MEXICANA,1.74,Delgada,MUJER,26,"CARACTERISTICA PRINCIPAL QUE SUS DIENTES SE ENCUENTRAN ENCIMADOS, ASI TAMBIEN TIENE UN LUNARCITO DE COLOR ROJO EN EL PECHO, ASI TAMBIEN CUENTA CON UNA CICATRIZ DE CESAREA, ASI TAMBIEN TIENE UNA CICATRIZ POR OPERACION",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - PUEBLA
07/09/2009,03:30:00,MEXICO,SINALOA,CULIACAN,CULIACAN,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,0,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - SINALOA
07/09/2009,01:00:00,MEXICO,PUEBLA,PUEBLA,TEHUACAN,MEXICANA,1.6,Delgada,MUJER,16,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - PUEBLA
07/09/2009,12:00:00,MEXICO,DISTRITO FEDERAL,NO ESPECIFICADO,D.F.,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,31,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - DISTRITO FEDERAL
07/09/2010,12:00:00,MEXICO,TAMAULIPAS,MATAMOROS,MATAMOROS,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,16,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/09/2011,12:00:00,MEXICO,TAMAULIPAS,MATAMOROS,MATAMOROS,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,27,EN EL PECHO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/09/2011,07:00:00,MEXICO,NUEVO LEON,MONTERREY,MONTERREY,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,46,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - NUEVO LEON
07/09/2013,11:00:32,MEXICO,ESTADO DE MEXICO,TOLUCA,TOLUCA,MEXICANA,160,Mediana,MUJER,32,"CICATRICES, PIERNA IZQUIERDA A LA ALTURA DEL MUSLO",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
07/09/2014,09:50:00,MEXICO,TAMAULIPAS,VICTORIA,VICTORIA,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,26,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - TAMAULIPAS
07/10/2007,12:00:00,MEXICO,ESTADO DE MEXICO,NO ESPECIFICADO,NO ESPECIFICADO,MEXICANA,150,Robusta,MUJER,83,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
07/10/2009,12:00:00,MEXICO,NUEVO LEON,GUADALUPE,GUADALUPE,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,28,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - NUEVO LEON
07/10/2012,05:30:00,MEXICO,PUEBLA,ACATZINGO,ACATZINGO,MEXICANA,160,Robusta,MUJER,20,NO ESPECIFICADO,NO ESPECIFICADO,NINGUNO,PGJ - PUEBLA
07/10/2013,07:00:00,MEXICO,COLIMA,TECOMAN,TECOMAN,MEXICANA,1.7,No Especificado,MUJER,15,UN LUNAR A LA ALTURA DE LA BARBILLA LADO DERECHO.,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - COLIMA
07/10/2013,07:20:20,MEXICO,ESTADO DE MEXICO,NO ESPECIFICADO,LOMAS,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,16,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
07/10/2013,12:00:00,MEXICO,GUANAJUATO,SALAMANCA,NO ESPECIFICADO,NO ESPECIFICADO,1.55,No Especificado,MUJER,42,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - GUANAJUATO
07/10/2014,08:00:00,MEXICO,PUEBLA,TEPEACA,MOZOC,MEXICANA,1.55,No Especificado,MUJER,23,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - PUEBLA
07/10/2014,06:45:00,MEXICO,CAMPECHE,CALKINI,SANTA CRUZ EX HACIENDA,MEXICANA,1.55,Delgada,MUJER,16,"LUNAR EN EL DEDO PULGAR DE LA MANO IZQUIERDA, CICATRIZ EN LA PARTE SUPERIOR DE LA CEJA DERECHA",NO ESPECIFICADO,NINGUNO,FGE - CAMPECHE
07/10/2014,05:00:00,MEXICO,MORELOS,CUERNAVACA,CUERNAVACA,MEXICANA,1.6,No Especificado,MUJER,18,"TATUAJE EN HOMBRO LETRA J CON UNA ROSA EN MEDIO, TOBILLO IZQUIERDO TATUAJE DE BUHO",NO ESPECIFICADO,NO ESPECIFICADO,FGE - MORELOS
07/10/2014,12:00:00,MEXICO,GUANAJUATO,LEON,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,No Especificado,MUJER,24,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - GUANAJUATO
07/10/2014,07:00:00,MEXICO,SONORA,HERMOSILLO,HERMOSILLO,MEXICANA,160,Delgada,MUJER,11,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - SONORA
07/10/2014,01:00:00,MEXICO,PUEBLA,TETELA DE OCAMPO,TUZAMAPAN DE GALEANA,MEXICANA,1.5,Mediana,MUJER,14,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - PUEBLA
07/10/2014,06:30:00,MEXICO,TABASCO,TEAPA,TEAPA,MEXICANA,1.5,Robusta,MUJER,15,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,FGE - TABASCO
07/10/2014,12:00:00,MEXICO,ESTADO DE MEXICO,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,MEXICANA,160,No Especificado,MUJER,17,SE LE HACEN HOYITOS EN LAS MEJILLAS,NO ESPECIFICADO,NINGUNO,PGJ - ESTADO DE MEXICO
07/10/2014,12:00:00,MEXICO,ESTADO DE MEXICO,NEZAHUALCOYOTL,NEZAHUALCOYOTL,MEXICANA,160,Delgada,MUJER,14,NO ESPECIFICADO,NO ESPECIFICADO,NINGUNO,PGJ - ESTADO DE MEXICO
07/10/2014,12:00:00,MEXICO,ESTADO DE MEXICO,TULTITLAN,TULTITLAN,MEXICANA,150,Delgada,MUJER,24,NO ESPECIFICADO,NO ESPECIFICADO,NINGUNO,PGJ - ESTADO DE MEXICO
07/11/2008,12:00:00,MEXICO,COAHUILA DE ZARAGOZA,TORREON,LAGUNA I,MEXICANA,1.68,No Especificado,MUJER,39,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - COAHUILA
07/11/2009,12:00:00,MEXICO,MICHOACAN,MORELIA,MORELIA,MEXICANA,1.6,Robusta,MUJER,16,"LUNAR EN EL SENO DEL LADO IZQUIERDO,",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - MICHOACAN
07/11/2010,12:00:00,MEXICO,DISTRITO FEDERAL,GUSTAVO A. MADERO,NO ESPECIFICADO,MEXICANA,1.6,Robusta,MUJER,58,MANCHA EN BRAZO DERECHO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - DISTRITO FEDERAL
07/11/2011,12:00:00,MEXICO,NUEVO LEON,SANTA CATARINA,SANTA CATARINA,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,21,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - NUEVO LEON
07/11/2012,07:30:00,MEXICO,AGUASCALIENTES,ASIENTOS,AGUASCALIENTES,MEXICANA,NO ESPECIFICADO,Mediana,MUJER,21,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - AGUASCALIENTES
07/11/2012,11:00:00,MEXICO,TAMAULIPAS,VICTORIA,VICTORIA,MEXICANA,NO ESPECIFICADO,Delgada,MUJER,23,NO ESPECIFICADO,NO ESPECIFICADO,NINGUNO,PGJ - TAMAULIPAS
07/11/2013,12:00:00,MEXICO,DISTRITO FEDERAL,ALVARO OBREGON,NO ESPECIFICADO,MEXICANA,1.6,Delgada,MUJER,15,PERFORACION EN AMBAS OREJAS,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - DISTRITO FEDERAL
07/11/2013,12:00:00,MEXICO,MICHOACAN,EPITACIO HUERTA,EJIDO EL RODEO,MEXICANA,NO ESPECIFICADO,No Especificado,MUJER,31,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,PGJ - MICHOACAN
07/11/2013,07:19:41,MEXICO,ESTADO DE MEXICO,NEZAHUALCOYOTL,NEZAHUALCOYOTL,MEXICANA,160,Delgada,MUJER,16,"CICATRICES, FRENTEACNE",NO ESPECIFICADO,NO ESPECIFICADO,PGJ - ESTADO DE MEXICO
